Business Unit,Account Description,Descr,Fiscal Year,Accounting Period,Sum of Amount
KIN01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,10,-3057.05
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,1,-11370441.06
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,2,-13366588.14
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,3,-11705888.25
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,4,-12421783.27
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,5,-11157831.9
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,6,-9598147.65
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,7,-11283351.06
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,8,-11854785.04
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,9,-11684838.08
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,10,-10832674.95
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,11,-11654306.01
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,12,-7656477.19
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,1,-11615450.07
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,2,-10717266.79
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,3,-10230427.92
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,4,-10907913.74
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,5,-8496498.1
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,6,-4256390.63
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,7,-353175.77
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,8,-135173.29
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,9,-71748.49
KIN01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,10,-1113.28
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,1,-84192.55
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,2,-90933.11
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,3,-110469.7
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,4,-133912.65
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,5,-95204.05
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,6,-80899.3
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,7,-131899.08
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,8,-80468.65
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,9,-133018.9
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,10,-113999.88
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,11,-112478.07
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,12,-80488.23
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,1,-95627.13
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,2,-104491.31
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,3,-93779.74
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,4,-133513.1
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,5,-127284.29
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,6,-56101.99
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,7,-2858.66
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,8,-10399.33
KIN01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,9,-460
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,0
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,7,0
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,-14276.09
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,8734.59
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,-9057.24
KIN01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-20991.41
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,6,-9388422.25
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,7,-15038773.66
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,8,-11747436.83
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,9,-11047695.27
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,10,-10223618.14
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,11,-9938860.4
KIN01,I/P REVENUE - EPIC,HEALTHFIRST,2020,12,-11201756.93
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,6,-13568243.25
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,7,-19586716.44
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,8,-23196173.27
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,9,-20020354.5
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,10,-17245910.37
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,11,-17562251.25
KIN01,I/P REVENUE - EPIC,MEDICAID FFS,2020,12,-16470281.01
KIN01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-74729.72
KIN01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-11477.38
KIN01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-56585.82
KIN01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-20811.67
KIN01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-54638.87
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,6,-8714424.17
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,7,-11409953.32
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,8,-9160438.46
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,9,-11952026.53
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,10,-12689069.69
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,11,-10827999.49
KIN01,I/P REVENUE - EPIC,MEDICARE FFS,2020,12,-7477731.9
KIN01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,6,-16459.65
KIN01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,7,25.04
KIN01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,9,-24951.39
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,6,-7408987.32
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,7,-12127993.44
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,8,-10581167.2
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,9,-10470870.68
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,10,-8160125.54
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,11,-10109631.62
KIN01,I/P REVENUE - EPIC,METROPLUS,2020,12,-11295116.32
KIN01,I/P REVENUE - EPIC,NO FAULT,2020,6,-108000.62
KIN01,I/P REVENUE - EPIC,NO FAULT,2020,7,108000.62
KIN01,I/P REVENUE - EPIC,NO FAULT,2020,10,-6333.68
KIN01,I/P REVENUE - EPIC,NO FAULT,2020,11,-80425.24
KIN01,I/P REVENUE - EPIC,NO FAULT,2020,12,-217604.25
KIN01,I/P REVENUE - EPIC,OTHER,2020,7,0
KIN01,I/P REVENUE - EPIC,OTHER,2020,9,0
KIN01,I/P REVENUE - EPIC,OTHER,2020,10,0
KIN01,I/P REVENUE - EPIC,OTHER,2020,12,0
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,6,-16614006.28
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,7,-27984441.64
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,8,-22467982.26
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,9,-24768142.88
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,10,-38315121.59
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,11,-25651358.86
KIN01,I/P REVENUE - EPIC,OTHER HMO,2020,12,-23813855.26
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,6,-10489837.59
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,7,-8341253.81
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,8,-4324876.49
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,9,-10123020.42
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,10,-4481294.7
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,11,1242804.74
KIN01,I/P REVENUE - EPIC,SELF PAY,2020,12,-3120927.48
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-320496.19
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,-50470.93
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,9,-43904
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,10,-15913.6
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,11,-449440.51
KIN01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,12,192.84
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,-11287.5
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,7,-10186.01
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,-69509.41
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,8856.49
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,-7981.7
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,-18708.73
KIN01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-51745.1
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,6,-4134212.08
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,7,-8149559.1
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,8,-7531603.2
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,9,-6204495.39
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,10,-3167156.37
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,11,-4469232.5
KIN01,O/P REVENUE - EPIC,HEALTHFIRST,2020,12,-6476388.86
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,6,-3947867.66
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,7,-6193169.22
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,8,-5115235.28
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,9,-5100324.9
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,10,-4014206.7
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,11,-4436204.17
KIN01,O/P REVENUE - EPIC,MEDICAID FFS,2020,12,-5705744.63
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,6,-1274.33
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-45.11
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-3070.79
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-4713.65
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-4764.55
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-1202.53
KIN01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-3093.63
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,6,-1703639.56
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,7,-2978985.85
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,8,-2879916.81
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,9,-2537009.09
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,10,-1577017.66
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,11,-2040071.06
KIN01,O/P REVENUE - EPIC,MEDICARE FFS,2020,12,-2746753.1
KIN01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,6,-2616.29
KIN01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,7,25.04
KIN01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,9,-3987.39
KIN01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,10,-657.98
KIN01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,11,-1773.8
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,6,-6748211.46
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,7,-11556353.65
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,8,-11443833.73
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,9,-9232177.68
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,10,-4227115.38
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,11,-6442712.6
KIN01,O/P REVENUE - EPIC,METROPLUS,2020,12,-8811094.77
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,6,-19407.42
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,7,-3467.94
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,8,3446.63
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,9,-4212.21
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,10,-26018.14
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,11,435.41
KIN01,O/P REVENUE - EPIC,NO FAULT,2020,12,-284.6
KIN01,O/P REVENUE - EPIC,OTHER,2020,6,-3912.31
KIN01,O/P REVENUE - EPIC,OTHER,2020,7,-1338.66
KIN01,O/P REVENUE - EPIC,OTHER,2020,8,110.04
KIN01,O/P REVENUE - EPIC,OTHER,2020,9,438.85
KIN01,O/P REVENUE - EPIC,OTHER,2020,10,-190.45
KIN01,O/P REVENUE - EPIC,OTHER,2020,11,-4352.84
KIN01,O/P REVENUE - EPIC,OTHER,2020,12,-1017.5
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,6,-6351794.8
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,7,-11919456.32
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,8,-10764454.01
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,9,-10759270.4
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,10,-6126990.08
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,11,-7197439.27
KIN01,O/P REVENUE - EPIC,OTHER HMO,2020,12,-10914802.82
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,6,-8457625
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,7,-11976345.59
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,8,-11148232.71
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,9,-7425537.93
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,10,-3814502.57
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,11,-1420479.46
KIN01,O/P REVENUE - EPIC,SELF PAY,2020,12,-5916179.04
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,6,-26328.34
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-16581.72
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,-2825.14
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,9,-29955.34
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,10,-26114.15
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,11,-4544.25
KIN01,O/P REVENUE - EPIC,WORKERS COMPENSATION,2020,12,-9771.5
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,1,-20435.57
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,2,-50497.66
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,3,-4306.05
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,4,-80143
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,5,-56101.6
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,6,-11317.82
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,7,-37522.45
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,8,-48077.47
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,9,-63642.52
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,10,-79331.76
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,11,-24377.67
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2019,12,-39682.28
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2020,1,-19996
LIN01,GROSS INPATIENT REVENUE,GOVERNMENT/OTHER,2020,5,6603.87
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,1,-8943917.57
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,2,-8084982.27
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,3,-6691227.47
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,4,-7953767.67
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,5,-6415516.1
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,6,-6775022.49
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,7,-7466815.34
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,8,-6518106.73
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,9,-6545827.88
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,10,-7101321.41
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,11,-6864488.05
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2019,12,-5570075.41
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,1,-7853368.79
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,2,-671848.35
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,3,10159093.42
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,4,-30457.41
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,5,-6603.87
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,6,1847700
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,7,-21150
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS,2020,8,-1350
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,1,-10473243.47
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,2,-10512678.15
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,3,-9719198.06
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,4,-10886198.49
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,5,-10042773.04
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,6,-11191510.68
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,7,-11314440.75
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,8,-9771341.32
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,9,-11008112.45
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,10,-12816650.04
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,11,-11382471.67
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2019,12,-7896939.64
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,1,-10184104.04
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,2,-7437.15
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,3,5520065.67
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,4,16665.45
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,5,2182.08
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,6,-781884.24
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,7,807300
LIN01,GROSS INPATIENT REVENUE,MEDICAID FFS OTHER,2020,8,10100
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,1,-3863236.57
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,2,-3130039.65
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,3,-3561229.43
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,4,-4262858.92
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,5,-3259941.07
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,6,-3787878.52
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,7,-4390249.53
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,8,-3718645.29
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,9,-4135458.53
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,10,-4679885.05
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,11,-4328812.81
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2019,12,-2846110.29
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2020,1,-2245675.09
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2020,2,1367.29
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2020,3,2906295.37
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2020,4,59603.52
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS,2020,7,1745.97
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,1,-6994460.9
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,2,-7992930.71
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,3,-9592909.72
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,4,-9565913.3
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,5,-8571984.41
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,6,-8487384.88
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,7,-8022817.91
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,8,-7654997.92
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,9,-8529351.56
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,10,-8041293.61
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,11,-9235226.31
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2019,12,-6144170.54
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,1,-6854613.28
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,2,493.36
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,3,2743011.15
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,4,16468.91
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,5,120213.34
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,6,964480
LIN01,GROSS INPATIENT REVENUE,MEDICARE FFS OTHER,2020,7,19800
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,1,-5852330.11
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,2,-5106904.46
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,3,-7010088.14
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,4,-6673969.98
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,5,-6002933.29
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,6,-6049300.99
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,7,-5148234.55
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,8,-6067011.4
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,9,-6604282.75
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,10,-6436054.6
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,11,-7226161.1
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2019,12,-5520807.51
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,1,-5614780.66
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,2,11049.95
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,3,1854024.72
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,5,-333.13
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,6,6179.82
LIN01,GROSS INPATIENT REVENUE,METROPLUS,2020,7,363000
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,1,-283995.11
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,2,-402546.03
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,3,-399251.53
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,4,-523564.73
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,5,-718002.67
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,6,-624269.14
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,7,-463631.38
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,8,-221147.35
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,9,-209452.63
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,10,-558953.88
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,11,-696172.05
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2019,12,-499159.72
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,1,-1079346.07
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,2,27210.08
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,3,-17301.35
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,5,5916.4
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,6,7174.33
LIN01,GROSS INPATIENT REVENUE,NO FAULT,2020,8,-17550
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,1,-2092040.7
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,2,-1965209.7
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,3,-1819208.21
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,4,-2006248.45
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,5,-2031602.16
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,6,-2068366.62
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,7,-1820444.76
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,8,-1299094.22
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,9,-2304853.31
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,10,-1957142.45
LIN01,GROSS INPATIENT REVENUE,OTHER HMO,2019,11,-1614112.91
