IP or OP,Business Unit,Financial Class,Payor,Year,Year Quarter,Payment Amount
OP,Bellevue,Commercial,AETNA COMM [5020],2020,2020 Q1,-10789.84
OP,Bellevue,Commercial,AETNA COMM [5020],2020,2020 Q2,-11308.99
OP,Bellevue,Commercial,AETNA COMM [5020],2020,2020 Q3,-3159.27
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q1,0
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q2,-769.82
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q3,-4941.86
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2019,2019 Q4,-242.45
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q1,-2190.94
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q2,0
OP,Bellevue,Commercial,AFFINITY HEALTH PLAN COMM [5040],2020,2020 Q3,0
OP,Bellevue,Commercial,AMERIHEALTH [5030],2019,2019 Q2,0
OP,Bellevue,Commercial,AMERIHEALTH [5030],2019,2019 Q3,0
OP,Bellevue,Commercial,AMERIHEALTH [5030],2019,2019 Q4,0
OP,Bellevue,Commercial,AMERIHEALTH [5030],2020,2020 Q1,0
OP,Bellevue,Commercial,AMERIHEALTH [5030],2020,2020 Q2,0
OP,Bellevue,Commercial,CIGNA [5160],2019,2019 Q1,0
OP,Bellevue,Commercial,CIGNA [5160],2019,2019 Q2,-54743.76
OP,Bellevue,Commercial,CIGNA [5160],2019,2019 Q3,-64171.49
OP,Bellevue,Commercial,CIGNA [5160],2019,2019 Q4,-18046.67
OP,Bellevue,Commercial,CIGNA [5160],2020,2020 Q1,-10844.64
OP,Bellevue,Commercial,CIGNA [5160],2020,2020 Q2,-5351.94
OP,Bellevue,Commercial,CIGNA [5160],2020,2020 Q3,-8226.82
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2019,2019 Q1,0
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2019,2019 Q2,-1707
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2019,2019 Q3,-35956.01
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2019,2019 Q4,-64113.98
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2020,2020 Q1,-10615.27
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2020,2020 Q2,-11125.9
OP,Bellevue,Commercial,COMMERCIAL MISC [5000],2020,2020 Q3,-5186.22
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q1,0
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q2,-131123.48
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q3,-115350.49
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2019,2019 Q4,-26221.7
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q1,-10971.73
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q2,-2780.34
OP,Bellevue,Commercial,EMBLEMHEALTH COMM [5060],2020,2020 Q3,-390.3
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q1,0
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q2,-339027.68
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q3,-315718.83
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2019,2019 Q4,-97750.5
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q1,-68922.8
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q2,-36030.51
OP,Bellevue,Commercial,EMPIRE BCBS COMM [6001],2020,2020 Q3,-1906.48
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q2,-9755.09
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q3,-17548.13
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2019,2019 Q4,-5194.17
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q1,266.2
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q2,254.61
OP,Bellevue,Commercial,EMPIRE BCBS HEALTHPLUS COMM [3821],2020,2020 Q3,45.61
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q2,-41492.83
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q3,-97158.05
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2019,2019 Q4,-21654.5
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q1,-1253.08
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q2,-8352.8
OP,Bellevue,Commercial,FIDELIS CARE COMM [5120],2020,2020 Q3,-377.2
OP,Bellevue,Commercial,GEHA [5220],2019,2019 Q2,-1827.15
OP,Bellevue,Commercial,GEHA [5220],2019,2019 Q3,-1225.7
OP,Bellevue,Commercial,GEHA [5220],2019,2019 Q4,-191.3
OP,Bellevue,Commercial,GEHA [5220],2020,2020 Q2,0
OP,Bellevue,Commercial,HEALTH NET [9010],2019,2019 Q2,0
OP,Bellevue,Commercial,HEALTH NET [9010],2019,2019 Q3,0
OP,Bellevue,Commercial,HEALTH NET [9010],2019,2019 Q4,0
OP,Bellevue,Commercial,HEALTH NET [9010],2020,2020 Q1,93.52
OP,Bellevue,Commercial,HEALTH NET [9010],2020,2020 Q2,0
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q1,0
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q2,-156075.64
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q3,-122783
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2019,2019 Q4,-22924.58
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q1,-7707.4
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q2,-5889.75
OP,Bellevue,Commercial,HEALTHFIRST COMM [5070],2020,2020 Q3,-324.23
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q2,-1269.2
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q3,-2076.18
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2019,2019 Q4,-83.54
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q1,0
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q2,0
OP,Bellevue,Commercial,HUMANA COMMERCIAL [9030],2020,2020 Q3,0
OP,Bellevue,Commercial,MAGNACARE [5100],2019,2019 Q1,0
OP,Bellevue,Commercial,MAGNACARE [5100],2019,2019 Q2,-18360.75
OP,Bellevue,Commercial,MAGNACARE [5100],2019,2019 Q3,-23632.01
OP,Bellevue,Commercial,MAGNACARE [5100],2019,2019 Q4,-522.73
OP,Bellevue,Commercial,MAGNACARE [5100],2020,2020 Q1,-913.53
OP,Bellevue,Commercial,MAGNACARE [5100],2020,2020 Q2,-1328.79
OP,Bellevue,Commercial,MAGNACARE [5100],2020,2020 Q3,-446.33
OP,Bellevue,Commercial,METROPLUS COMM [1002],2019,2019 Q1,0
OP,Bellevue,Commercial,METROPLUS COMM [1002],2019,2019 Q2,-911130.52
OP,Bellevue,Commercial,METROPLUS COMM [1002],2019,2019 Q3,-251637.42
OP,Bellevue,Commercial,METROPLUS COMM [1002],2019,2019 Q4,-52711.76
OP,Bellevue,Commercial,METROPLUS COMM [1002],2020,2020 Q1,-26583.39
OP,Bellevue,Commercial,METROPLUS COMM [1002],2020,2020 Q2,-27370.77
OP,Bellevue,Commercial,METROPLUS COMM [1002],2020,2020 Q3,48682.26
OP,Bellevue,Commercial,MVP COMM [5150],2019,2019 Q2,0
OP,Bellevue,Commercial,MVP COMM [5150],2019,2019 Q3,0
OP,Bellevue,Commercial,MVP COMM [5150],2019,2019 Q4,-766.8
OP,Bellevue,Commercial,MVP COMM [5150],2020,2020 Q1,-766.63
OP,Bellevue,Commercial,MVP COMM [5150],2020,2020 Q2,-358.17
OP,Bellevue,Commercial,MVP COMM [5150],2020,2020 Q3,0
OP,Bellevue,Commercial,NALC/NATIONALASSOCIATION OF LETTER CARRIERS [5200],2019,2019 Q2,0
OP,Bellevue,Commercial,NALC/NATIONALASSOCIATION OF LETTER CARRIERS [5200],2019,2019 Q3,0
OP,Bellevue,Commercial,NALC/NATIONALASSOCIATION OF LETTER CARRIERS [5200],2020,2020 Q1,0
OP,Bellevue,Commercial,TRICARE [4011],2019,2019 Q2,0
OP,Bellevue,Commercial,TRICARE [4011],2019,2019 Q3,-835.49
OP,Bellevue,Commercial,TRICARE [4011],2019,2019 Q4,0
OP,Bellevue,Commercial,TRICARE [4011],2020,2020 Q1,-28
OP,Bellevue,Commercial,TRICARE [4011],2020,2020 Q2,0
OP,Bellevue,Commercial,TRICARE [4011],2020,2020 Q3,0
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2019,2019 Q1,0
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2019,2019 Q2,-65349.31
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2019,2019 Q3,-108154.93
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2019,2019 Q4,-23658.99
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2020,2020 Q1,-6237.31
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2020,2020 Q2,-2434.26
OP,Bellevue,Commercial,UHC OXFORD COMM [5080],2020,2020 Q3,-2288
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q1,0
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q2,-148108.29
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q3,-156087.8
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q4,-21813.78
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q1,-10377.77
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q2,-8494.17
OP,Bellevue,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q3,-4150.4
OP,Bellevue,Commercial,WELLCARE COMM [5130],2019,2019 Q2,-228.97
OP,Bellevue,Commercial,WELLCARE COMM [5130],2019,2019 Q3,-2403.49
OP,Bellevue,Commercial,WELLCARE COMM [5130],2019,2019 Q4,-657.89
OP,Bellevue,Commercial,WELLCARE COMM [5130],2020,2020 Q1,-320.73
OP,Bellevue,Commercial,WELLCARE COMM [5130],2020,2020 Q2,-474.44
OP,Bellevue,Commercial,WELLCARE COMM [5130],2020,2020 Q3,0
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q1,0
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q2,-551010.49
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q3,-679502.11
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q4,-13860.95
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q1,-18114.61
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q2,-363.1
OP,Bellevue,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q3,128.01
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q1,0
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q2,-804895.66
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q3,-501541.5
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q4,-77896
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q1,-32121.37
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q2,-48857.71
OP,Bellevue,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q3,-415.89
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q2,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q3,-521.58
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q4,-193.96
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2020,2020 Q1,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2020,2020 Q2,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID [3050],2020,2020 Q3,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID CT [3040],2019,2019 Q2,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID CT [3040],2019,2019 Q3,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q2,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q3,-1062.23
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q4,-487.18
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2020,2020 Q1,0
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2020,2020 Q2,14.96
OP,Bellevue,Medicaid,OUT OF STATE MEDICAID NJ [3020],2020,2020 Q3,0
OP,Bellevue,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,AETNA MCD [3120],2020,2020 Q1,0
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q2,-10727.91
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q3,-40405.47
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q4,-10371.1
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q1,-8885.67
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q2,-23.72
OP,Bellevue,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q3,282.55
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q2,-5257.91
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q3,-27717.28
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q4,-8071.08
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q1,-7247.97
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q2,-235.09
OP,Bellevue,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q3,-1095.47
OP,Bellevue,Medicaid Managed Care,ARCHCARE MCD [3200],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,ARCHCARE MCD [3200],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,ARCHCARE MCD [3200],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2019,2019 Q2,-620.1
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2019,2019 Q3,-3238
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2019,2019 Q4,-100
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2020,2020 Q1,0
OP,Bellevue,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q2,-45.25
OP,Bellevue,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q4,-206.14
OP,Bellevue,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q2,-144815.8
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q3,-136057.79
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q4,-2558.71
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q1,-1078.43
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q2,-33.1
OP,Bellevue,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q3,0
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q2,-251444.71
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q3,-432937.56
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q4,-69624.79
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q1,211871.71
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q2,963.38
OP,Bellevue,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q3,-75
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q2,-349774.81
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q3,-363239.05
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q4,-25801.32
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q1,-4294.82
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q2,1449.46
OP,Bellevue,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q3,281.39
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q2,-1131020.36
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q3,-581812.23
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q4,-113149.11
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q1,-31347.34
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q2,-11934.93
OP,Bellevue,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q3,-8619.53
OP,Bellevue,Medicaid Managed Care,INDEPENDENCE CARE SYSTEM MCD [3400],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q2,-2339.85
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q3,-1804.65
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q1,-273.55
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q3,0
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q2,-3340856.01
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q3,-1012304.57
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q4,-133958.36
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q1,-34353.61
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q2,-75470.03
OP,Bellevue,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q3,456058.63
OP,Bellevue,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2020,2020 Q1,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2020,2020 Q3,0
OP,Bellevue,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q2,-107225.48
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q3,-158137.04
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q4,-15654
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q1,586.46
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q2,-410.1
OP,Bellevue,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q3,257.6
OP,Bellevue,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q3,0
OP,Bellevue,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q4,0
OP,Bellevue,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q2,0
OP,Bellevue,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q3,-660.24
OP,Bellevue,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q4,-1909.04
OP,Bellevue,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q1,-1043.51
OP,Bellevue,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q2,-265.77
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q1,0
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q2,-36666.41
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q3,-12504.51
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q4,-2824.23
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q1,-2549.17
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q2,0
OP,Bellevue,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q3,0
OP,Bellevue,Medicare,MEDICARE [2000],2019,2019 Q1,0
OP,Bellevue,Medicare,MEDICARE [2000],2019,2019 Q2,-902893.2
OP,Bellevue,Medicare,MEDICARE [2000],2019,2019 Q3,-669018.04
OP,Bellevue,Medicare,MEDICARE [2000],2019,2019 Q4,-131356.62
OP,Bellevue,Medicare,MEDICARE [2000],2020,2020 Q1,-44608.8
OP,Bellevue,Medicare,MEDICARE [2000],2020,2020 Q2,-29552.42
OP,Bellevue,Medicare,MEDICARE [2000],2020,2020 Q3,-4798.44
OP,Bellevue,Medicare Managed Care,AARP [2540],2020,2020 Q1,0
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q2,-39798.79
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q3,-18219.39
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q4,-6402.44
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q1,-358.16
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q2,-1279.66
OP,Bellevue,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q3,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q2,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q3,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q4,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q1,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q2,0
OP,Bellevue,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q3,0
OP,Bellevue,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q2,0
OP,Bellevue,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q3,-1448.16
OP,Bellevue,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q4,0
OP,Bellevue,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q1,0
OP,Bellevue,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q3,0
OP,Bellevue,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q4,-205.05
OP,Bellevue,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q1,-767.13
OP,Bellevue,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q2,0
OP,Bellevue,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q3,0
OP,Bellevue,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q2,0
OP,Bellevue,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q3,0
OP,Bellevue,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q4,-616.76
